7,10,3
7,10,3
9,10,1
9,10,1
9,10,1
8,10,2
8,10,2
9,10,1
9,10,1
9,10,1
9,10,1
9,10,1
10,10,0
10,10,0
9,10,1
9,10,1
9,10,1
10,10,0
9,10,1
10,10,0
10,10,0
10,10,0
196,200,4
10,10,0
160,180,20
28,30,2
128,150,22
19,20,1
